"Gender","MaritalStatus","NumDependents","Age","Income","EducationLevel","Tenure","CustomerSegment","CommChannel","CreditScore","CreditHistLength","OutstandingLoans","Churn","Balance","NumProducts","NumComplaints"
"Female","Divorced",0,37,61587.27,"Bachelor's",15,"SME","Email",474,17,5059.72,"0",216623.19,4,8
"Male","Divorced",5,45,94726.15,"Bachelor's",5,"SME","Email",372,11,23537.9,"1",63885.88,2,10
"Male","Divorced",4,37,21115.63,"Bachelor's",4,"SME","Phone",545,2,21677.8,"0",34968.05,5,0
"Female","Divorced",1,71,30243.75,"High School",3,"Corporate","Phone",830,17,15098.52,"0",75930.63,1,0
"Female","Single",3,49,15291.23,"Master's",1,"Corporate","Email",657,23,17225.94,"0",171547.14,5,1
"Female","Single",1,60,37360.42,"Diploma",16,"Retail","Email",508,24,4714.05,"0",111127.07,5,7
"Female","Single",3,44,86854.64,"High School",10,"SME","Email",796,28,33607.89,"0",73196.53,4,0
"Male","Married",3,47,36104.6,"Diploma",11,"SME","Email",727,30,49715.01,"0",63805.21,2,3
"Female","Divorced",4,38,23379.97,"Diploma",12,"SME","Phone",511,28,10019.74,"0",180480.6,3,10
"Female","Divorced",2,24,70370.81,"High School",26,"SME","Phone",736,15,27906.2,"0",18728.03,5,2
"Female","Married",5,49,99831.47,"Master's",19,"Corporate","Phone",427,17,30292.85,"1",30565.62,2,5
"Female","Single",2,44,86810.95,"Bachelor's",29,"SME","Phone",640,28,26371.42,"0",119833.43,2,9
"Female","Divorced",2,54,81874.4,"Master's",2,"SME","Phone",800,23,23208.45,"0",179475.57,1,0
"Male","Married",0,58,58986.94,"Bachelor's",22,"Retail","Email",692,29,28414.91,"0",2256.82,3,1
"Female","Divorced",3,27,62738.36,"High School",16,"Retail","Email",502,9,45412.96,"1",33935.27,4,7
"Male","Divorced",0,47,69142.39,"Master's",29,"SME","Email",580,5,48851.33,"1",12712.28,5,8
"Male","Divorced",0,58,17084.65,"High School",23,"SME","Phone",778,15,36774.33,"0",143590.5,3,3
"Female","Married",5,55,92472.32,"High School",20,"Corporate","Email",463,30,35646.7,"0",83689.11,5,6
"Female","Married",3,70,5891.53,"High School",9,"SME","Phone",506,17,5227.76,"0",34337.88,3,3
"Male","Married",0,70,48688.11,"High School",16,"SME","Phone",626,17,29866.38,"0",162480.78,5,10
"Male","Divorced",5,30,49097.64,"Bachelor's",8,"SME","Phone",814,19,17992.52,"0",63744.75,5,6
"Male","Married",1,42,58023.28,"Diploma",26,"Retail","Phone",777,15,24732.4,"0",103901.22,4,2
"Female","Divorced",0,73,54103.06,"Diploma",3,"SME","Phone",705,13,19455.51,"1",22903.82,1,6
"Female","Married",3,61,42116.2,"Master's",10,"Retail","Phone",606,18,16877.76,"1",41084.02,2,7
"Female","Married",5,26,21794.56,"Bachelor's",24,"Retail","Email",511,19,20848.15,"0",192044.58,5,6
"Male","Single",2,59,87436.1,"Diploma",5,"Corporate","Email",489,18,48829.03,"1",91396.19,1,10
"Male","Married",2,57,5735.3,"Bachelor's",3,"Retail","Email",637,24,34060.33,"0",92123.35,4,5
"Male","Single",0,75,33309.9,"Bachelor's",2,"Retail","Email",641,24,9634.39,"0",187266.27,2,1
"Female","Married",3,52,44502.36,"Master's",13,"SME","Phone",809,25,1575.05,"0",37029.63,4,10
"Female","Divorced",1,22,17581.41,"Diploma",13,"Corporate","Email",502,11,41007.58,"0",117297.78,5,1
"Female","Married",3,54,92219.18,"Bachelor's",4,"SME","Phone",622,25,10850.9,"0",72994.83,2,0
"Female","Single",1,42,6830.08,"Master's",7,"Retail","Email",699,10,18776.77,"0",147880.53,2,5
"Female","Single",1,30,66248.98,"High School",7,"Corporate","Email",722,16,22727.92,"0",136756.46,3,2
"Female","Divorced",3,44,90530.06,"Bachelor's",4,"SME","Phone",750,27,31740.03,"0",100669.18,4,10
"Male","Married",0,41,21192.84,"Diploma",7,"SME","Email",790,18,9521.58,"0",110402.63,3,8
"Female","Divorced",3,55,75619.93,"Master's",15,"SME","Email",408,2,12859.86,"0",78827.32,5,6
"Male","Married",4,20,21106.98,"Master's",11,"SME","Email",848,26,31285.21,"0",79009.67,4,7
"Female","Single",4,27,26915.56,"Master's",7,"SME","Phone",676,3,38831.79,"0",97419.23,3,10
"Male","Married",3,25,36997.83,"Diploma",27,"SME","Phone",480,28,17536.94,"0",51428.99,5,2
"Female","Divorced",2,22,54167.7,"Master's",29,"SME","Phone",555,29,36066.79,"0",232803.51,3,9
"Male","Divorced",4,23,49614.42,"Bachelor's",13,"SME","Email",814,15,2168.44,"0",168442.9,3,6
"Female","Single",2,23,74688.64,"Bachelor's",12,"Corporate","Phone",742,4,30869.32,"0",239311.59,3,7
"Male","Single",4,56,25583.54,"Master's",1,"Retail","Phone",736,12,19772.07,"0",221879.23,1,9
"Female","Single",5,41,72605.12,"High School",6,"Retail","Phone",358,22,36702.89,"0",36112.94,4,2
"Male","Married",0,60,98979.9,"Bachelor's",20,"SME","Email",771,15,49504.77,"0",122731.49,4,3
"Male","Single",2,64,37505.08,"Diploma",7,"Retail","Email",768,22,15799.95,"0",237330.04,3,2
"Female","Single",3,65,16394.64,"Bachelor's",4,"Corporate","Email",347,17,26458.65,"0",133746.23,2,1
"Female","Married",4,40,89004.98,"Master's",22,"Retail","Email",457,11,26762.09,"0",164994.76,4,10
"Female","Divorced",5,64,72871.73,"Master's",22,"SME","Phone",850,5,47413.73,"0",149934.64,1,1
"Female","Married",5,56,32973.4,"Diploma",9,"Retail","Phone",746,27,27157.23,"0",39297.3,5,1
"Female","Divorced",3,44,62661.86,"Master's",12,"Retail","Email",493,6,30694.61,"0",240212.74,4,9
"Female","Single",2,53,6242.72,"Diploma",23,"Corporate","Phone",714,21,2919.32,"0",115683.02,3,7
"Male","Divorced",4,26,91688.39,"Diploma",18,"Corporate","Phone",494,3,25498.45,"0",40186.45,5,6
"Female","Divorced",1,35,57535.45,"Master's",2,"Retail","Email",434,7,19072.04,"1",73666.57,1,9
"Male","Married",0,63,8098.56,"Master's",26,"SME","Email",563,9,8541.29,"0",182442.28,2,9
"Female","Married",3,43,44120.25,"Diploma",25,"SME","Phone",459,15,40512.59,"0",56971.77,5,6
"Male","Single",4,51,77598.49,"Bachelor's",23,"Retail","Email",432,26,38268.08,"0",170170.62,2,9
"Female","Divorced",3,20,14246.78,"Diploma",21,"Corporate","Email",542,10,31064.03,"0",111913.36,5,5
"Female","Married",0,67,69806.27,"High School",4,"Retail","Email",348,14,21985.76,"0",127887.53,1,3
"Male","Single",5,41,9745.6,"Diploma",17,"Retail","Phone",627,9,8842.34,"0",52521.03,2,0
"Female","Single",0,20,54008.09,"High School",12,"SME","Phone",810,1,1905.7,"0",119981.87,5,4
"Male","Single",2,41,97175.04,"High School",5,"SME","Email",563,30,41495.96,"0",244591.76,1,7
"Male","Married",3,32,22180.62,"Master's",28,"SME","Email",733,14,46613.9,"0",206506.59,2,10
"Female","Single",5,39,57182.67,"High School",6,"Corporate","Phone",673,20,3471.05,"0",192603.37,1,8
"Male","Divorced",3,71,29252.54,"Bachelor's",23,"Corporate","Email",596,3,38763.8,"0",231841.17,4,7
"Male","Single",0,57,76746.01,"Master's",14,"SME","Email",781,16,33697.63,"0",86127.32,3,2
"Female","Divorced",5,54,43293.21,"Diploma",2,"Corporate","Phone",529,17,15929.43,"0",129838.4,5,10
"Female","Single",3,71,62578.68,"Master's",13,"SME","Phone",723,22,24839.81,"0",85575,4,5
"Female","Single",4,52,89858.9,"Bachelor's",21,"SME","Email",500,3,35091.65,"0",248017.52,3,5
"Male","Married",1,58,64015.09,"Master's",22,"SME","Email",365,6,15933.6,"0",183962.67,4,9
"Female","Married",3,68,14834.53,"Master's",12,"Corporate","Email",333,3,43885.4,"0",93692.02,2,4
"Female","Divorced",3,47,41731.85,"Diploma",27,"Corporate","Phone",548,21,12690.56,"0",218956.47,3,9
"Female","Married",5,41,73081.4,"Diploma",16,"Retail","Phone",400,16,23821.4,"1",860.92,4,6
"Female","Single",1,21,7084.31,"High School",20,"SME","Email",555,26,30849.78,"0",19652.35,4,3
"Female","Single",2,73,96612.05,"Bachelor's",19,"Corporate","Email",341,24,10968.5,"1",10826.59,1,2
"Male","Divorced",1,53,30086.64,"Diploma",30,"SME","Email",334,8,38009.25,"0",150008.63,4,1
"Female","Divorced",1,41,21758.81,"Bachelor's",11,"SME","Phone",542,1,6637.52,"0",166284.28,4,0
"Female","Married",2,25,81109.39,"High School",24,"SME","Email",735,27,27543.34,"0",162886.76,2,10
"Female","Married",4,28,75552.3,"Master's",2,"SME","Phone",739,15,7077.38,"0",230484.36,1,8
"Female","Married",2,44,81982.31,"High School",23,"Corporate","Email",757,20,24788.96,"0",134960.59,3,3
"Female","Single",2,37,36894.92,"Master's",28,"Retail","Email",581,24,49927.41,"1",33220.23,2,8
"Female","Married",4,20,30082.84,"Diploma",21,"SME","Email",479,30,13519.34,"0",92698.44,1,7
"Female","Single",4,27,79781.01,"Master's",1,"SME","Phone",662,13,3442.73,"0",232892.96,4,0
"Male","Single",5,63,63934.49,"High School",15,"Retail","Email",509,15,32534.29,"1",34139.77,3,10
"Female","Married",3,69,30411.63,"Bachelor's",8,"Retail","Email",660,2,42934.54,"0",49860.91,4,10
"Male","Single",1,37,79279.62,"Bachelor's",11,"Retail","Phone",358,23,5428.95,"0",238232.46,3,6
"Female","Divorced",5,51,27802.36,"Bachelor's",23,"Corporate","Email",437,6,1942.49,"0",141343.61,2,7
"Female","Married",4,64,15516,"Bachelor's",28,"Retail","Email",850,16,47583.97,"0",32491.02,5,4
"Female","Married",4,71,51128.83,"High School",7,"Retail","Email",331,23,4604.51,"0",93973.27,4,5
"Female","Married",3,46,14628.96,"Master's",18,"Corporate","Phone",535,16,31862.05,"1",62229.31,2,9
"Male","Divorced",5,34,42343.68,"Master's",17,"Corporate","Email",691,2,29306.32,"0",243432.05,4,10
"Female","Divorced",1,20,93345.95,"Bachelor's",15,"Retail","Email",688,2,5780.27,"1",4396.92,2,7
"Male","Married",0,52,30718.55,"Diploma",9,"Retail","Email",449,8,4483.1,"0",223643.54,4,1
"Male","Divorced",4,63,86623.46,"Bachelor's",28,"Corporate","Email",467,5,38894.81,"1",1216.08,3,4
"Female","Divorced",5,20,46422.64,"High School",18,"SME","Phone",538,10,48980.31,"0",84057.1,2,7
"Female","Single",1,21,61416.18,"Master's",30,"Corporate","Phone",328,25,32370.3,"0",26841.71,4,1
"Female","Married",3,62,10481.61,"High School",9,"SME","Email",319,3,33081.78,"0",187984.36,3,1
"Female","Divorced",4,46,47221.68,"Master's",14,"Corporate","Email",333,30,28659.83,"0",200285.52,3,6
"Male","Married",3,21,90079.86,"Master's",6,"Corporate","Email",744,28,42087.9,"1",20451.77,1,7
"Female","Single",2,50,36391.89,"Master's",23,"Corporate","Email",476,14,20371.76,"0",66871.11,4,4
"Male","Single",1,57,49901.55,"High School",2,"SME","Email",503,25,45428.47,"0",84208.51,1,8
"Male","Divorced",1,41,29417.87,"Master's",10,"Retail","Phone",556,16,41629.66,"0",165204.31,3,7
"Female","Married",4,55,63688.65,"Bachelor's",18,"Corporate","Email",723,2,49106.55,"0",68914.3,3,9
"Female","Married",0,19,25759.88,"Diploma",15,"Retail","Phone",356,10,19262.07,"0",167199.05,2,1
"Male","Single",4,47,24273.75,"Bachelor's",13,"Corporate","Phone",822,25,23333.16,"0",235692.25,3,10
"Male","Single",0,53,69642.5,"High School",23,"Corporate","Phone",636,28,29253.89,"0",77093.33,2,8
"Male","Married",2,32,83352.4,"High School",29,"SME","Phone",805,17,17924.28,"0",115100.41,2,4
"Male","Married",3,45,99485.36,"Master's",4,"Retail","Email",336,19,19475.33,"0",95228.3,4,4
"Male","Married",4,32,14064.03,"High School",28,"Corporate","Email",788,13,49470.11,"1",30783,1,10
"Female","Divorced",1,27,62866.96,"Diploma",23,"Retail","Phone",719,6,35890.07,"0",45445.59,2,6
"Male","Divorced",0,30,7173.71,"Master's",1,"Corporate","Email",693,12,47603.41,"0",9322.53,3,0
"Female","Single",2,56,91213.08,"High School",22,"Retail","Email",438,8,1613.61,"0",65342.37,2,6
"Male","Divorced",4,74,74313.81,"Bachelor's",26,"Corporate","Phone",565,5,39596.3,"0",164618.65,5,8
"Male","Divorced",5,49,87018.95,"Master's",22,"SME","Email",540,23,44470.5,"0",136731.04,5,10
"Male","Married",2,29,18527.67,"Diploma",28,"SME","Phone",714,11,38396.4,"0",16231.84,3,0
"Male","Divorced",5,69,92667.41,"Bachelor's",6,"Retail","Email",751,28,13960.81,"0",122455.78,5,10
"Female","Married",2,34,58643.89,"High School",7,"Retail","Phone",321,15,6953.83,"0",161799.84,1,10
"Male","Married",3,56,14775.72,"Master's",30,"Retail","Phone",515,4,43280.16,"1",77185.87,1,10
"Female","Divorced",5,70,45501.13,"High School",22,"Corporate","Email",698,23,8603.89,"0",162162.36,3,4
"Male","Divorced",0,50,7495.93,"Bachelor's",3,"Retail","Phone",452,4,47003.97,"1",35202.24,2,3
"Female","Divorced",2,21,92130.85,"High School",28,"Corporate","Phone",823,30,20957.14,"0",148338.42,4,0
"Female","Divorced",3,24,75324.51,"Bachelor's",26,"Corporate","Phone",560,6,22067.08,"0",32281.67,4,6
"Female","Married",2,40,89334.28,"High School",24,"SME","Phone",516,12,45494.73,"1",30334.87,1,10
"Male","Divorced",0,74,14069.61,"High School",14,"Retail","Email",670,8,23992.91,"0",72713.22,4,0
"Female","Divorced",5,55,11247.36,"Diploma",30,"Corporate","Phone",641,10,8665.92,"0",137811.33,5,4
"Male","Single",4,37,94699.58,"Master's",16,"Retail","Phone",780,21,42155.52,"0",89127.78,5,2
"Male","Divorced",1,30,50741.41,"Bachelor's",10,"Corporate","Email",562,18,33647.46,"1",47291.92,3,9
"Female","Divorced",0,73,48194.39,"High School",30,"Retail","Phone",808,6,40023.35,"0",131191.5,5,10
"Female","Divorced",0,21,87548.26,"Diploma",5,"SME","Phone",827,23,23214.85,"0",192149.65,3,9
"Female","Divorced",5,48,71836.29,"Bachelor's",8,"Retail","Email",442,29,12510.34,"1",83658.25,2,10
"Female","Divorced",0,60,12416.72,"Diploma",23,"Corporate","Email",317,1,34085.28,"1",32225.61,5,6
"Female","Single",2,47,66133.21,"High School",5,"Corporate","Phone",619,17,23369.74,"0",165115.03,2,9
"Male","Single",4,44,83812.45,"Diploma",19,"Retail","Phone",736,25,16629.92,"0",140500.69,1,8
"Male","Married",3,22,74622.37,"Master's",1,"SME","Email",524,12,23408.76,"0",75854.26,3,4
"Male","Single",3,75,53886.62,"High School",12,"Corporate","Email",699,19,44721.64,"0",174034.18,3,4
"Male","Divorced",5,45,63846.76,"High School",12,"SME","Email",825,15,38926.32,"0",75816.66,4,2
"Female","Divorced",5,75,79338.31,"Bachelor's",27,"Retail","Email",548,20,26642.63,"0",100621.96,5,0
"Female","Married",4,72,54933.82,"Diploma",3,"SME","Phone",795,22,17895.9,"0",132395.55,5,1
"Male","Divorced",1,28,22157.58,"Master's",26,"SME","Phone",621,4,10326.76,"0",55442.92,2,1
"Female","Single",4,25,75308.48,"Master's",3,"Retail","Email",662,29,27243.31,"0",77646.12,4,6
"Female","Single",3,37,51403.8,"Diploma",13,"Corporate","Phone",648,29,31426.54,"0",204737.43,3,8
"Male","Divorced",5,31,48100.24,"Bachelor's",10,"Retail","Phone",534,16,35974.24,"0",120283.58,1,7
"Male","Married",2,29,77589.12,"Diploma",27,"Retail","Phone",650,16,39530.52,"0",162439.88,5,3
"Male","Married",1,47,91554.93,"Diploma",6,"SME","Email",414,30,43960.31,"0",117041.04,5,6
"Female","Divorced",1,74,98788.74,"Master's",24,"SME","Phone",731,12,23437.51,"0",93176.09,1,3
"Female","Single",4,42,74679.17,"High School",12,"Retail","Phone",331,5,35653.84,"0",121099.99,4,2
"Female","Married",2,44,51968.9,"Master's",6,"Retail","Phone",675,20,40902.43,"0",188165.72,4,1
"Female","Single",0,20,49556.9,"Bachelor's",5,"SME","Phone",514,15,8288.15,"0",156504.86,3,5
"Female","Married",3,47,27422.18,"Master's",20,"Retail","Phone",564,24,11109.39,"0",174545.94,4,3
"Male","Single",0,51,7086.92,"Bachelor's",18,"SME","Phone",353,11,25485.47,"0",76856.61,4,4
"Female","Married",1,41,44302.44,"Diploma",25,"SME","Email",399,1,23976.06,"0",183838.16,1,1
"Male","Married",1,70,89920.97,"Bachelor's",5,"Corporate","Email",519,11,1484.75,"0",88409.19,3,10
"Female","Single",0,36,17479.25,"Master's",24,"Retail","Email",490,17,41507.96,"0",231389,1,0
"Male","Divorced",0,71,38331.12,"High School",26,"SME","Phone",550,19,1041.81,"0",140910.38,2,7
"Female","Single",4,38,40573.75,"High School",4,"SME","Email",367,13,12055.49,"1",54726.66,1,5
"Female","Single",1,70,30753.55,"Master's",5,"SME","Phone",548,5,28507.47,"1",12388.5,4,10
"Male","Single",3,64,82293.84,"High School",27,"Retail","Email",620,15,39478.63,"0",180609.71,5,2
"Female","Married",2,21,66241.81,"Bachelor's",20,"Retail","Email",352,7,47774.25,"1",15635.39,4,6
"Female","Divorced",0,43,95629.35,"Bachelor's",20,"Corporate","Email",414,17,9474.93,"0",61877.24,4,2
"Male","Single",4,69,51076.2,"Bachelor's",10,"Retail","Email",717,5,44238.95,"0",233210.8,1,8
"Male","Married",2,70,40372.66,"High School",24,"Retail","Email",727,2,9147.22,"0",110900.53,1,8
"Male","Single",5,25,24263.42,"Bachelor's",21,"Corporate","Email",808,23,25916.77,"0",177499.78,2,0
"Female","Divorced",2,49,54834.1,"Master's",1,"SME","Email",352,1,44327.95,"1",6606.63,3,9
"Female","Single",2,75,96344.89,"Master's",22,"Retail","Email",828,12,20006.61,"0",44944.38,3,6
"Female","Single",3,23,51223.42,"Bachelor's",26,"Retail","Email",839,30,23671.17,"0",116364.12,4,0
"Male","Single",1,44,57719.86,"Master's",11,"Retail","Email",512,14,35503.24,"0",76262.82,3,8
"Female","Married",4,40,73990.02,"Master's",18,"SME","Email",813,26,15141.54,"0",196763.62,1,10
"Male","Divorced",0,44,71958.12,"High School",1,"Corporate","Phone",789,18,49157,"0",219884.98,2,0
"Female","Divorced",5,57,92218.23,"Master's",5,"SME","Email",588,9,22846.17,"0",62367,3,7
"Female","Divorced",1,73,53937.9,"High School",10,"Retail","Email",461,20,35122.59,"0",132048.31,4,10
"Female","Single",5,63,55969.2,"Diploma",15,"Retail","Email",594,7,39332.21,"0",239198.19,2,3
"Female","Divorced",3,47,51202.2,"Bachelor's",2,"Corporate","Email",323,18,33494.25,"1",64230.01,1,8
"Male","Divorced",4,51,41609.31,"Bachelor's",13,"SME","Phone",649,3,16810.64,"0",234912.41,4,1
"Female","Single",1,26,70492.77,"Master's",4,"SME","Phone",320,2,31094.16,"1",16277.81,5,9
"Female","Divorced",0,26,22937.67,"Diploma",13,"Corporate","Email",660,8,22965.49,"0",167453.15,1,4
"Male","Married",3,76,17567.81,"Diploma",8,"SME","Phone",576,29,18690.63,"0",193922.39,1,8
"Female","Single",1,53,82179.28,"Master's",4,"Corporate","Email",311,15,1518.87,"0",60131.55,4,5
"Female","Married",2,41,41299.92,"Bachelor's",2,"Corporate","Email",369,19,15347.45,"0",151912.29,1,5
"Female","Married",2,53,67422.22,"Bachelor's",11,"SME","Phone",684,6,4047.64,"0",193843.18,2,2
"Female","Single",3,19,15563.1,"Diploma",11,"Retail","Email",303,7,9547.19,"1",8067.6,2,9
"Male","Divorced",3,74,91367.37,"Master's",24,"Corporate","Phone",445,12,10590.62,"0",132032.55,5,0
"Female","Divorced",5,66,61529.59,"Master's",3,"Corporate","Email",537,25,47291.32,"0",63535.74,5,3
"Male","Married",2,62,82448.78,"Bachelor's",14,"Retail","Phone",493,24,2683.17,"1",15596.18,2,9
"Female","Single",2,64,18755.05,"Bachelor's",3,"Retail","Phone",549,1,12952.99,"0",161288.34,1,9
"Male","Divorced",2,31,98880.28,"High School",20,"SME","Phone",578,28,30940.22,"1",10687.94,3,10
"Female","Married",1,43,97045.9,"Master's",10,"SME","Email",378,11,38972.65,"0",98649.15,5,9
"Female","Married",2,28,61795.35,"High School",3,"Retail","Email",302,21,27283.51,"0",183618.68,2,7
"Male","Single",2,49,36438.75,"Bachelor's",29,"Corporate","Phone",768,8,11236.54,"0",102218.38,5,7
"Male","Married",2,76,20204.26,"Bachelor's",4,"SME","Email",609,11,13896.45,"0",116759.17,2,6
"Male","Married",4,33,41649.69,"Diploma",26,"Retail","Phone",394,14,48692.65,"1",22989.39,1,3
"Female","Married",3,32,62212.44,"Bachelor's",3,"SME","Email",756,30,29702.36,"0",185538.49,5,0
"Male","Married",5,60,21324.78,"Master's",5,"Retail","Phone",409,3,11263.47,"0",2727.05,5,0
"Female","Married",4,68,65251.45,"Diploma",13,"Corporate","Phone",769,21,4137.89,"0",124932.57,4,2
"Male","Single",4,22,88784.78,"Master's",12,"SME","Phone",643,3,45461.41,"0",93408.82,4,1
"Male","Married",3,62,56784.3,"Master's",3,"SME","Email",791,2,27179.21,"0",179863.51,1,4
"Male","Married",2,24,32408.86,"Master's",25,"Retail","Email",498,5,25699.75,"0",153511.14,2,3
"Male","Married",3,26,76717.22,"Master's",20,"Retail","Phone",318,4,16667,"1",7192.05,2,5
"Female","Married",1,38,48897.13,"Master's",26,"SME","Email",791,17,2758.29,"0",24672.46,1,3
"Female","Divorced",0,33,37039.36,"Bachelor's",8,"Retail","Phone",761,9,35917.26,"0",94687.39,5,5
"Male","Single",5,39,78513.04,"Master's",18,"Retail","Phone",549,2,36323.44,"0",240541.32,4,8
"Male","Married",4,31,23888.69,"Master's",8,"Retail","Phone",619,20,25813.26,"0",197382.79,1,0
"Male","Single",3,29,95100.36,"High School",16,"SME","Phone",500,3,40837.49,"1",44064.8,1,10
"Female","Married",2,61,21646.32,"Diploma",1,"Corporate","Phone",628,2,36105,"0",244599.92,3,6
"Female","Divorced",5,65,54732.36,"High School",6,"SME","Email",734,27,12240.02,"0",243879.13,3,8
"Female","Divorced",2,44,98663.16,"High School",7,"SME","Email",373,9,10074.66,"0",156010.87,1,3
"Female","Single",0,31,67571.84,"Bachelor's",30,"Corporate","Phone",464,11,21979.63,"0",130576.77,4,5
"Male","Divorced",5,47,22388.04,"Diploma",2,"Retail","Email",313,12,29054.19,"0",106162.6,3,10
"Female","Divorced",4,21,85046.5,"Diploma",22,"Corporate","Phone",481,23,7953.66,"0",116051.87,5,8
"Male","Single",4,49,87431.03,"Bachelor's",28,"SME","Phone",611,5,21633.36,"0",223854.41,4,0
"Female","Divorced",2,57,6971.78,"Bachelor's",25,"Retail","Phone",779,16,19603.26,"0",55419.95,3,9
"Female","Married",4,23,20382.98,"Bachelor's",27,"Retail","Phone",335,8,1508.28,"0",166869.6,4,8
"Male","Married",4,38,56378.04,"Master's",5,"SME","Phone",345,16,12154.95,"0",178661.11,5,2
"Female","Single",1,33,78017.47,"Diploma",8,"Retail","Email",640,24,32674.63,"0",191618.1,4,4
"Male","Married",4,20,23281.95,"Diploma",18,"SME","Phone",657,4,22012.11,"0",34295.15,4,9
"Female","Divorced",2,58,64500,"Bachelor's",8,"Corporate","Phone",334,2,44339.18,"0",182239.85,3,9
"Male","Divorced",3,46,83114.27,"Diploma",30,"Retail","Phone",492,29,41645.72,"0",121337.31,2,7
"Male","Single",3,31,23921.56,"Diploma",2,"Retail","Phone",729,3,34981.85,"0",164134.25,5,8
"Female","Divorced",4,50,44437.92,"Bachelor's",27,"SME","Email",704,29,15583.93,"1",8917.21,2,10
"Female","Single",4,40,54340.05,"Master's",11,"Corporate","Phone",541,15,4507.11,"0",122458.91,2,0
"Female","Married",2,28,51365.18,"Bachelor's",6,"SME","Email",461,20,40504.44,"0",128724.97,2,8
"Male","Married",2,36,98641.85,"Bachelor's",19,"Corporate","Phone",493,6,30518.84,"0",139101.9,1,0
"Female","Married",2,37,55121.67,"Master's",26,"Corporate","Phone",614,24,1641.18,"0",24757.96,5,6
"Female","Married",4,51,33465.29,"High School",25,"SME","Email",468,1,19590.06,"0",38643.63,4,4
"Male","Single",4,38,40863.75,"High School",22,"Retail","Phone",317,6,16747.59,"0",98371.78,3,2
"Male","Single",5,42,95426.66,"Diploma",1,"Retail","Email",764,24,42814.62,"0",130381.29,4,10
"Female","Married",5,68,79404.95,"Bachelor's",28,"SME","Email",333,1,27649.93,"1",35078.87,1,3
"Female","Single",5,66,90494.28,"Master's",23,"Retail","Email",656,11,5336.4,"0",61691.69,1,1
"Male","Married",2,53,45152.5,"High School",28,"Retail","Email",625,3,44776.81,"0",162442.33,1,2
"Female","Married",5,45,60405.44,"Bachelor's",25,"Retail","Email",833,11,16042.55,"0",241019.78,3,2
"Male","Divorced",2,52,44272.97,"High School",29,"Corporate","Email",362,8,15770.87,"0",125621.17,3,0
"Female","Divorced",5,52,92898.36,"Diploma",28,"Retail","Phone",616,13,5436.81,"0",34570.33,1,3
"Female","Single",1,45,94147.84,"Bachelor's",26,"Corporate","Phone",633,6,5137.59,"0",113588.75,2,9
"Female","Divorced",3,37,47552.41,"High School",10,"Corporate","Phone",669,17,21581.34,"0",125402.17,1,5
"Male","Divorced",5,39,19202.76,"Diploma",19,"Retail","Email",420,12,30095.8,"0",214567.5,1,4
"Female","Married",0,55,94397.99,"Bachelor's",1,"SME","Phone",557,16,13347.05,"0",109958.21,4,3
"Female","Single",1,52,97693.07,"High School",21,"Corporate","Email",514,10,39324.99,"0",171516.39,4,1
"Female","Divorced",4,46,56070.2,"Diploma",1,"Retail","Email",629,2,23034.01,"0",88265.54,3,7
"Male","Married",2,27,57997.55,"Bachelor's",12,"Corporate","Phone",579,29,38173.35,"0",207261.55,2,0
"Male","Single",5,31,21135.65,"High School",11,"Corporate","Email",840,4,31377.35,"0",236436.78,2,1
"Female","Single",0,65,9246.43,"Master's",9,"Retail","Phone",447,13,36197.81,"0",226423.89,4,4
"Male","Single",4,25,40468.89,"Master's",11,"Corporate","Phone",306,23,9694.48,"0",157330.02,1,6
"Male","Single",4,39,32507.44,"Master's",22,"Retail","Phone",723,19,3834.6,"0",52722.8,4,3
"Female","Married",1,62,73193.34,"Master's",15,"Retail","Email",591,10,19241,"0",248191.2,5,3
"Male","Divorced",1,19,83404.54,"Master's",15,"Retail","Phone",802,18,6988.58,"0",120086.31,5,1
"Female","Divorced",2,24,41158.04,"High School",12,"SME","Phone",571,20,6661.52,"0",178612.15,1,7
"Female","Single",5,69,37909.1,"Master's",1,"Retail","Email",651,10,33481.63,"0",53892.2,4,9
"Female","Divorced",2,46,84968.46,"High School",20,"Corporate","Phone",333,3,43425.1,"1",12225.74,3,0
"Male","Divorced",5,19,51499.08,"Bachelor's",22,"Corporate","Email",484,13,24354.08,"0",144168.48,5,7
"Female","Single",1,57,68175.85,"Bachelor's",27,"Retail","Email",398,27,7006.08,"0",129873.74,5,7
"Male","Divorced",4,21,13825.79,"High School",14,"Retail","Email",553,21,15023.86,"0",105520.5,1,3
"Male","Divorced",5,62,45492.7,"High School",27,"Corporate","Phone",598,1,4448.73,"0",113198.97,5,0
"Female","Single",5,21,82940.63,"Master's",18,"Retail","Email",315,1,29503.18,"0",62403.43,5,8
"Male","Married",5,75,65595.98,"Bachelor's",20,"Retail","Phone",411,27,37170.49,"0",229882.11,2,8
"Male","Single",0,72,31069.36,"High School",16,"Corporate","Email",830,10,31925.04,"0",153756.89,3,6
"Female","Single",4,73,6423.72,"High School",23,"Corporate","Email",416,27,11827.79,"0",95297.8,1,7
"Female","Divorced",4,67,54039.33,"Master's",4,"SME","Email",321,7,30834.26,"0",162842.73,3,1
"Male","Single",3,70,14224.7,"Bachelor's",21,"SME","Phone",361,25,15658.37,"1",44678.57,4,10
"Female","Single",2,30,18081.52,"Bachelor's",29,"SME","Email",356,17,9606.6,"0",171135.12,2,6
